#organism	abbrev	total genes	total length	num chr	institution	reference	rel. date	mod. date	update	gtps	refseq	gbk(genbank)	source
Jannaschia sp. CCS1	jan	4,616	4,404,049	2	DOE Joint Genome Institute	Unpublished	2006-03-01	2015-03-01	2016-05-19		NC_007802,NC_007801	CP000264,CP000265	refseq
Ketogulonigenium vulgarum WSH-001	kvl	3,272	3,277,101	3	Jiangnan University	J. Bacteriol. 193 (21), 6108-6109 (2011)	2011-08-12	2014-12-18	2015-04-24		NC_017384,NC_017386,NC_017385	CP002018,CP002019,CP002020	refseq
Ketogulonicigenium vulgare Y25	kvu	3,474	3,288,404	3	Beijing Institute of Biotechnology	J. Bacteriol. 193 (1), 315-316 (2011)	2010-10-15	2015-03-01	2016-05-19		NC_014625,NC_014621,NC_014626	CP002224,CP002225,CP002226	refseq
Leisingera methylohalidivorans DSM 14336 DSM 14336; MB2	lmd	4,254	4,650,996	3		Submitted (20-DEC-2013) National Center for Biotechnology	2013-12-20	2015-03-01	2016-05-19		NC_023135,NC_023146,NC_023136	CP006773,CP006774,CP006775	refseq
Marinovum algicola DG 898	gm04324	4,903	5,252,390	12		Environ. Microbiol. (2015) In press	2015-07-06	2015-07-07	2016-05-19		NZ_CP010855,NZ_CP010856,NZ_CP010857,NZ_CP010858,NZ_CP010859,NZ_CP010860,NZ_CP010861,NZ_CP010862,NZ_CP010863,NZ_CP010864,NZ_CP010865,NZ_CP010866	CP010855,CP010856,CP010857,CP010858,CP010859,CP010860,CP010861,CP010862,CP010863,CP010864,CP010865,CP010866	refseq
Octadecabacter antarcticus 307	oat	4,389	4,875,481	2	Moore Foundation	Unpublished	2013-04-08	2015-03-01	2016-05-19		NC_020911,NC_020907	CP003740,CP003741	refseq
Octadecabacter arcticus 238	oar	4,903	5,478,249	3	Moore Foundation	Unpublished	2013-04-08	2015-03-01	2016-05-19		NC_020908,NC_020909,NC_020910	CP003742,CP003743,CP003744	refseq
Paracoccus aminophilus JCM 7686	pami	4,482	4,873,118	6	NCBI	Unpublished	2013-08-08	2015-02-07	2016-05-19		NC_022041,NC_022042,NC_022049,NC_022043,NC_022044,NC_022050	CP006650,CP006651,CP006652,CP006653,CP006654,CP006655	refseq
Paracoccus denitrificans PD1222	pde	5,325	5,236,194	3	DOE Joint Genome Institute	Unpublished	2006-12-13	2015-02-07	2016-05-19		NC_008686,NC_008687,NC_008688	CP000489,CP000490,CP000491	refseq
Phaeobacter gallaeciensis 2.10	pgl	3,805	4,160,918	4	Moore Foundation	ISME J (2012) In press	2012-07-31	2015-03-01	2016-05-19		NC_018286,NC_018421,NC_018423,NC_018422	CP002972,CP002973,CP002974,CP002975	refseq
Phaeobacter gallaeciensis DSM 26640	pgd	4,277	4,540,155	8		Unpublished	2013-12-20	2015-03-01	2016-05-19		NC_023137,NC_023138,NC_023148,NC_023139,NC_023140,NC_023141,NC_023142,NC_023143	CP006966,CP006967,CP006968,CP006969,CP006970,CP006971,CP006972,CP006973	refseq
Phaeobacter gallaeciensis DSM 17395	pga	3,859	4,227,134	4	Moore Foundation	ISME J (2012) In press	2012-07-31	2015-03-01	2016-05-19		NC_018290,NC_018291,NC_018287,NC_018288	CP002976,CP002977,CP002978,CP002979	refseq
Planktomarina temperata RCA23	ptp	3,082	3,288,122	1		ISME J (2014) In press	2014-08-07	2015-03-01	2016-05-19		NZ_CP003984	CP003984	gbk
Pseudovibrio sp. FO-BEG1	psf	5,200	5,916,782	2	Max Planck Institute for Marine Microbiology	Unpublished	2011-12-05	2015-02-07	2016-05-19		NC_016642,NC_016646	CP003147,CP003148	refseq
Rhodobacter capsulatus SB 1003	rcp	3,868	3,871,920	2	University of Chicago	Unpublished	2010-04-09	2015-03-01	2016-05-19		NC_014034,NC_014035	CP001312,CP001313	refseq
Rhodobacter sphaeroides 2.4.1; ATCC BAA-808	rsp	4,538	4,603,060	7	DOE Joint Genome Institute	Unpublished	2005-10-07	2014-12-17	2015-04-24		NC_007493,NC_007494,NC_007488,NC_007489,NC_007490,NC_009007,NC_009008	CP000143,CP000144,CP000145,CP000146,CP000147,DQ232586,DQ232587	refseq
Rhodobacter sphaeroides 2.4.1	gm03565	4,253	4,628,173	7		Genome Res. (2012) In press	2012-06-25	2015-05-01	2016-05-19		NZ_AKVW01000001,NZ_AKVW01000002,NZ_AKVW01000003,NZ_AKVW01000004,NZ_AKVW01000005,NZ_AKVW01000006,NZ_AKVW01000007	AKVW01000001,AKVW01000002,AKVW01000003,AKVW01000004,AKVW01000005,AKVW01000006,AKVW01000007	refseq
Rhodobacter sphaeroides ATCC 17025	rsq	4,620	4,557,127	6	DOE Joint Genome Institute	Unpublished	2007-05-08	2015-03-02	2016-05-19		NC_009428,NC_009429,NC_009430,NC_009431,NC_009432,NC_009433	CP000661,CP000662,CP000663,CP000664,CP000665,CP000666	refseq
Rhodobacter sphaeroides ATCC 17029	rsh	4,293	4,489,380	3	DOE Joint Genome Institute	Unpublished	2007-02-23	2015-02-24	2016-05-19		NC_009049,NC_009050,NC_009040	CP000577,CP000578,CP000579	refseq
Rhodobacter sphaeroides KD131	rsk	4,642	4,711,139	4	GenoTech corp.	J. Bacteriol. 191 (3), 1118-1119 (2009)	2009-01-22	2015-02-07	2016-05-19		NC_011963,NC_011958,NC_011962,NC_011960	CP001150,CP001151,CP001152,CP001153	refseq
Rhodobacter sphaeroides WS8N	gm03587	4,103	4,417,788	4		Unpublished	2011-05-10	2015-03-16	2016-05-19		NZ_CM001161,NZ_CM001162,NZ_CM001163,NZ_CM001164	CM001161,CM001162,CM001163,CM001164	refseq
Roseibacterium elongatum DSM 19469 DFL-43	red	3,104	3,555,109	1		Submitted (06-MAR-2013) Microbiology, DSMZ German Collection	2014-03-14	2015-02-07	2016-05-19		NZ_CP004372	CP004372	gbk
Roseobacter denitrificans OCh 114	rde	4,296	4,331,234	5	TGen	Unpublished	2006-06-22	2015-03-01	2016-05-19		NC_008209,NC_008386,NC_008387,NC_008388,NC_008389	CP000362,CP000464,CP000465,CP000466,CP000467	refseq
Roseobacter litoralis Och 149	rli	4,684	4,745,450	4	J. Craig Venter Institute	BMC Genomics 12 (1), 324 (2011)	2007-11-30	2015-03-01	2016-05-19		NC_015730,NC_015741,NC_015728,NC_015729	CP002623,CP002624,CP002625,CP002626	refseq
Silicibacter pomeroyi DSS-3	sil	4,554	4,601,053	2	TIGR	Nature 432, 910-913 (2004)	2004-12-16	2015-03-01	2016-05-19		NC_003911,NC_006569	CP000031,CP000032	refseq
Silicibacter sp. TM1040	sit	3,974	4,153,699	3	DOE Joint Genome Institute	Unpublished	2006-05-22	2015-03-01	2016-05-19		NC_008042,NC_008043,NC_008044	CP000375,CP000376,CP000377	refseq
Acetobacter pasteurianus 386B	apk	2,740	3,078,647	8		Unpublished	2013-08-02	2015-07-04	2016-05-19		NC_021991,NC_021976,NZ_HF677572,NC_021992,NC_021977,NC_021993,NC_021978,NC_021979	HF677570,HF677571,HF677572,HF677573,HF677574,HF677575,HF677576,HF677577	refseq
Acetobacter pasteurianus IFO 3283-01	apt	3,321	3,340,249	7	NITE	Nucleic Acids Res. 37 (17), 5768-5783 (2009)	2009-07-28	2015-02-07	2016-05-19		NC_013209,NC_013210,NC_013211,NC_013212,NC_013213,NC_013214,NC_013215	AP011121,AP011122,AP011123,AP011124,AP011125,AP011126,AP011127	refseq
Acetobacter pasteurianus IFO 3283-01-42C IFO 3283	apw	3,241	3,247,995	7	Acetobacter pasteurianus genome sequencing consortium	Nucleic Acids Res. 37 (17), 5768-5783 (2009)	2009-08-27	2015-02-07	2016-05-19		NC_017150,NC_017104,NC_017105,NC_017151,NC_017106,NC_017107,NC_017152	AP011163,AP011164,AP011165,AP011166,AP011167,AP011168,AP011169	refseq
Acetobacter pasteurianus IFO 3283-03 IFO 3283	apf	3,316	3,339,669	7	Acetobacter pasteurianus genome sequencing consortium	Nucleic Acids Res. 37 (17), 5768-5783 (2009)	2009-08-27	2015-02-07	2016-05-19		NC_017100,NC_017101,NC_017118,NC_017119,NC_017142,NC_017120,NC_017109	AP011128,AP011129,AP011130,AP011131,AP011132,AP011133,AP011134	refseq
Acetobacter pasteurianus IFO 3283-07 IFO 3283	apu	3,304	3,338,426	7	Acetobacter pasteurianus genome sequencing consortium	Nucleic Acids Res. 37 (17), 5768-5783 (2009)	2009-08-27	2015-02-07	2016-05-19		NC_017121,NC_017143,NC_017122,NC_017110,NC_017123,NC_017144,NC_017124	AP011135,AP011136,AP011137,AP011138,AP011139,AP011140,AP011141	refseq
Acetobacter pasteurianus IFO 3283-12 IFO 3283	apg	3,318	3,336,990	7	Acetobacter pasteurianus genome sequencing consortium	Nucleic Acids Res. 37 (17), 5768-5783 (2009)	2009-08-27	2015-02-07	2016-05-19		NC_017108,NC_017136,NC_017113,NC_017114,NC_017115,NC_017116,NC_017137	AP011170,AP011171,AP011172,AP011173,AP011174,AP011175,AP011176	refseq
Acetobacter pasteurianus IFO 3283-22 IFO 3283	apq	3,316	3,339,649	7	Acetobacter pasteurianus genome sequencing consortium	Nucleic Acids Res. 37 (17), 5768-5783 (2009)	2009-08-27	2015-02-07	2016-05-19		NC_017125,NC_017117,NC_017126,NC_017127,NC_017145,NC_017128,NC_017129	AP011142,AP011143,AP011144,AP011145,AP011146,AP011147,AP011148	refseq
Acetobacter pasteurianus IFO 3283-26 IFO 3283	apx	3,320	3,339,683	7	Acetobacter pasteurianus genome sequencing consortium	Nucleic Acids Res. 37 (17), 5768-5783 (2009)	2009-08-27	2015-02-07	2016-05-19		NC_017146,NC_017130,NC_017131,NC_017147,NC_017132,NC_017148,NC_017133	AP011149,AP011150,AP011151,AP011152,AP011153,AP011154,AP011155	refseq
Acetobacter pasteurianus IFO 3283-32 IFO 3283	apz	3,315	3,337,040	7	Acetobacter pasteurianus genome sequencing consortium	Nucleic Acids Res. 37 (17), 5768-5783 (2009)	2009-08-27	2015-02-07	2016-05-19		NC_017111,NC_017134,NC_017149,NC_017135,NC_017102,NC_017103,NC_017112	AP011156,AP011157,AP011158,AP011159,AP011160,AP011161,AP011162	refseq
Acidiphilium cryptum JF-5	acr	3,766	3,963,080	9	DOE Joint Genome Institute	Unpublished	2007-05-11	2015-02-23	2016-05-19		NC_009467,NC_009468,NC_009469,NC_009470,NC_009471,NC_009472,NC_009473,NC_009474,NC_009484	CP000689,CP000690,CP000691,CP000692,CP000693,CP000694,CP000695,CP000696,CP000697	refseq
Acidiphilium multivorum AIU301	amv	4,061	4,214,744	9	National Institute of Technology and Evaluation	Unpublished	2011-03-01	2015-02-07	2016-05-19		NC_015186,NC_015178,NC_015187,NC_015179,NC_015188,NC_015180,NC_015181,NC_015189,NC_015182	AP012035,AP012036,AP012037,AP012038,AP012039,AP012040,AP012041,AP012042,AP012043	refseq
Gluconacetobacter diazotrophicus PAl 5	gdi	4,007	3,999,591	3	FAPERJ - RioGene	Unpublished	2007-12-12	2015-02-07	2016-05-19		NC_010125,NC_010123,NC_010124	AM889285,AM889286,AM889287	refseq
Gluconacetobacter diazotrophicus PAl 5	gdj	3,850	3,914,947	2	FAPERJ - RioGene	Unpublished	2007-12-05	2015-02-23	2016-05-19		NC_011365,NC_011367	CP001189,CP001190	refseq
Gluconobacter oxydans 621H	gox	2,901	2,922,384	6	University of Goettingen	Nat. Biotechnol. 23 (2), 195-200 (2005)	2005-01-24	2015-02-07	2016-05-19		NC_006672,NC_006673,NC_006674,NC_006675,NC_006676,NC_006677	CP000004,CP000005,CP000006,CP000007,CP000008,CP000009	refseq
Gluconobacter oxydans DSM 3504	gm04218	2,489	2,882,437	1		Unpublished	2014-03-03	2015-02-07	2016-05-19		NZ_CP004373	CP004373	refseq
Gluconobacter oxydans H24	goh	3,388	3,816,232	2	Beijing institute of biotechnology	Unpublished	2012-11-08	2015-02-07	2016-05-19		NC_019396,NC_019397	CP003926,CP003927	refseq
Granulibacter bethesdensis CGDNIH1	gbe	2,732	2,708,355	1	Rocky Mountain Laboratories, NIAID, NIH	Unpublished	2006-09-13	2015-02-23	2016-05-19		NC_008343	CP000394	refseq
Granulibacter bethesdensis CGDNIH2	gbh	2,420	2,736,589	1		Unpublished	2014-02-20	2015-02-23	2016-05-19		NZ_CP003183	CP003183	gbk
Granulibacter bethesdensis CGDNIH3	gbc	2,380	2,711,143	1		Unpublished	2014-02-20	2015-03-18	2016-05-19		NZ_CP003181	CP003181	gbk
Granulibacter bethesdensis CGDNIH4	gbs	2,384	2,715,337	1		Unpublished	2014-02-20	2015-03-18	2016-05-19		NZ_CP003182	CP003182	gbk
Gluconacetobacter xylinus NBRC 3288	gxy	3,458	3,513,191	8	Gluconacetobacter xylinus genome sequencing consortium	J. Bacteriol. 193 (24), 6997-6998 (2011)	2011-09-22	2015-02-07	2016-05-19		NC_016027,NC_016037,NC_016021,NC_016028,NC_016022,NC_016029,NC_016900,NC_016030	AP012159,AP012160,AP012161,AP012162,AP012163,AP012164,AP012165,AP012166	refseq
Gluconacetobacter xylinus E25	gxl	3,341	3,905,082	6		Submitted (15-FEB-2013) Genomed SA, R&D, Ponczowa 12, Warsza	2014-02-05	2015-02-07	2016-05-19		NZ_CP004360,NZ_CP004361,NZ_CP004362,NZ_CP004363,NZ_CP004364,NZ_CP004365	CP004360,CP004361,CP004362,CP004363,CP004364,CP004365	gbk
Azospirillum brasilense Az39	abq	6,374	7,391,279	6		Genome Announc 2 (4), e00683-14 (2014)	2014-04-15	2015-03-19	2016-05-19		NZ_CP007793,NZ_CP007794,NZ_CP007795,NZ_CP007796,NZ_CP007797,NZ_CP007798	CP007793,CP007794,CP007795,CP007796,CP007797,CP007798	gbk
Azospirillum brasilense Sp245	abs	6,332	7,530,241	7	Georgia Institute of Technology	PLoS Genet. 7 (12), E1002430 (2011)	2011-11-11	2015-02-07	2016-05-19		NC_016617,NC_016594,NC_016618,NC_016595,NC_016596,NC_016619,NC_016597	HE577327,HE577328,HE577329,HE577330,HE577331,HE577332,HE577333	refseq
Azospirillum lipoferum 4B	ali	5,880	6,846,400	7	Laboratoire d'Ecologie Microbienne UMR-CNRS 5557	PLoS Genet. 7 (12), E1002430 (2011)	2011-11-16	2015-03-04	2016-05-19		NC_016622,NC_016585,NC_016586,NC_016623,NC_016587,NC_016624,NC_016588	FQ311868,FQ311869,FQ311870,FQ311871,FQ311872,FQ311873,FQ311874	refseq
Azospirillum sp. B510	azl	6,819	7,599,738	7	Kazusa	DNA Res. 17 (1), 37-50 (2010)	2010-02-16	2015-02-09	2016-05-19		NC_013854,NC_013855,NC_013856,NC_013857,NC_013858,NC_013859,NC_013860	AP010946,AP010947,AP010948,AP010949,AP010950,AP010951,AP010952	refseq
Endolissoclinum patella L2	thal	772	1,481,191	1	University of Utah	Proc. Natl. Acad. Sci. U.S.A. (2012) In press	2012-11-28	2015-03-02	2016-05-19		NC_019566	CP003539	refseq
Endolissoclinum faulkneri L5	gm03183	774	1,518,636	1		PLoS ONE 8 (12), E80822 (2013)	2013-12-18	2015-06-01	2016-05-19		NZ_CP006745	CP006745	gbk
Magnetospira sp. QH-2	gm04317	3,678	4,052,370	2		Environ. Microbiol. 16 (2), 525-544 (2014)	2014-02-03	2015-04-02	2016-05-19		NZ_FO538765,NZ_FO538766	FO538765,FO538766	refseq
Magnetospirillum gryphiswaldense MSR-1 v2	mgy	3,950	4,365,796	1	NCBI	Unpublished	2013-12-16	2015-02-07	2016-05-19		NC_023065	HG794546	refseq
Magnetospirillum magneticum AMB-1	mag	4,893	4,967,148	1	Tokyo University of Agriculture and Technology, Japan	DNA Res. 12 (3), 157-166 (2005)	2005-12-07	2015-02-24	2016-05-19		NC_007626	AP007255	refseq
Rhodospirillum photometricum DSM 122	rpm	3,160	3,876,289	1	CNRS	Unpublished	2012-02-23	2015-02-07	2016-05-19		NC_017059	HE663493	refseq
Rhodospirillum centenum SW	rce	4,521	4,355,543	1	TGen	Unpublished	2008-10-24	2015-02-07	2016-05-19		NC_011420	CP000613	refseq
Rhodospirillum rubrum ATCC 11170	rru	3,908	4,406,557	2	DOE Joint Genome Institute	Unpublished	2006-02-09	2014-12-16	2015-04-24		NC_007643,NC_007641	CP000230,CP000231	refseq
Rhodospirillum rubrum F11	rrf	3,908	4,352,825	1	Gonzaga University Department of Chemistry and Biochemistry	J. Bacteriol. 194 (5), 965-971 (2012)	2011-09-15	2015-02-09	2016-05-19		NC_017584	CP003046	refseq
Thalassospira xiamenensis M-5 = DSM 17429 M-5	gm03607	4,324	4,768,950	2		J. Bacteriol. 194 (24), 6957 (2012)	2015-01-09	2015-02-16	2016-05-19		NZ_CP004388,NZ_CP004389	CP004388,CP004389	refseq
Tistrella mobilis KA081020-065	tmo	5,636	6,512,983	5	the Hong Kong University of Science and Technology	J. Am. Chem. Soc. (2012) In press	2012-05-25	2015-02-07	2016-05-19		NC_017956,NC_017957,NC_017966,NC_017958,NC_017959	CP003236,CP003237,CP003238,CP003239,CP003240	refseq
Anaplasma centrale Israel	acn	1,031	1,206,806	1	USDA - Agricultural Research Service, USA	J. Bacteriol. (2009) In press	2009-11-24	2015-02-07	2016-05-19		NC_013532	CP001759	refseq
Anaplasma marginale Dawn	amw	890	1,196,760	1		Unpublished	2013-11-05	2015-02-07	2016-05-19		NC_022760	CP006847	refseq
Anaplasma marginale Florida	amf	1,027	1,202,435	1	Washington State University	BMC Genomics 10 (1), 16 (2009)	2009-02-03	2015-03-01	2016-05-19		NC_012026	CP001079	refseq
Anaplasma marginale Gypsy Plains	amp	914	1,198,622	1		Unpublished	2013-11-05	2015-02-07	2016-05-19		NC_022784	CP006846	refseq
Anaplasma marginale St. Maries	ama	1,029	1,197,687	1	Washington State University	Proc. Natl. Acad. Sci. U.S.A. 102 (3), 844-849 (2005)	2004-12-08	2015-02-07	2016-05-19		NC_004842	CP000030	refseq
Anaplasma phagocytophilum Dog2	apd	1,064	1,473,302	1		Submitted (24-JUL-2013) National Center for Biotechnology	2013-07-24	2015-03-01	2016-05-19		NC_021881	CP006618	refseq
Anaplasma phagocytophilum HZ	aph	1,403	1,471,282	1	TIGR	PLoS Genet. 2006 Feb;2(2):e21. Epub 2006 Feb 17.	2006-02-21	2015-06-16	2016-05-19		NC_007797	CP000235	refseq
Anaplasma phagocytophilum HZ2	apy	1,061	1,477,581	1		Submitted (24-JUL-2013) National Center for Biotechnology	2013-07-24	2015-03-01	2016-05-19		NC_021879	CP006616	refseq
Anaplasma phagocytophilum JM	apha	1,060	1,481,598	1		Submitted (24-JUL-2013) National Center for Biotechnology	2013-07-24	2015-03-01	2016-05-19		NC_021880	CP006617	refseq
Ehrlichia canis Jake	ecn	964	1,315,030	1	DOE Joint Genome Institute	J Bacteriol. 2006 Jun;188(11):4015-23.	2005-08-22	2015-03-02	2016-05-19		NC_007354	CP000107	refseq
Ehrlichia chaffeensis Arkansas	ech	1,043	1,176,248	1	TIGR	PLoS Genet. 2006 Feb;2(2):e21. Epub 2006 Feb 17.	2006-02-21	2015-03-02	2016-05-19		NC_007799	CP000236	refseq
Ehrlichia chaffeensis Heartland	echa	872	1,172,721	1		Unpublished	2014-04-17	2015-03-01	2016-05-19		NZ_CP007473	CP007473	gbk
Ehrlichia chaffeensis Jax	echj	877	1,176,890	1		Unpublished	2014-04-17	2015-03-01	2016-05-19		NZ_CP007475	CP007475	gbk
Ehrlichia chaffeensis Liberty	echl	873	1,176,202	1		Unpublished	2014-04-17	2015-03-01	2016-05-19		NZ_CP007476	CP007476	gbk
Ehrlichia chaffeensis Osceola	echs	880	1,175,197	1		Unpublished	2014-04-17	2015-03-01	2016-05-19		NZ_CP007477	CP007477	gbk
Ehrlichia chaffeensis Saint Vincent	echv	874	1,173,884	1		Unpublished	2014-04-17	2015-03-01	2016-05-19		NZ_CP007478	CP007478	gbk
Ehrlichia chaffeensis Wakulla	echw	873	1,174,357	1		Unpublished	2014-04-17	2015-03-01	2016-05-19		NZ_CP007479	CP007479	gbk
Ehrlichia chaffeensis West Paces	echp	870	1,170,935	1		Unpublished	2014-04-17	2015-03-01	2016-05-19		NZ_CP007480	CP007480	gbk
Ehrlichia muris AS145	emr	859	1,196,717	1		Unpublished	2013-12-16	2015-03-01	2016-05-19		NC_023063	CP006917	refseq
Ehrlichia ruminantium Gardel	erg	981	1,499,920	1	CIRAD, France	Proc Natl Acad Sci U S A. 2005 Jan 18;102(3):838-43. Epub 20	2005-02-04	2015-03-01	2016-05-19		NC_006831	CR925677	refseq
Ehrlichia ruminantium Welgevonden(Pretoria)	eru	977	1,516,355	1	University of Pretoria, South Africa	Proc. Natl. Acad. Sci. U.S.A. 102 (3), 838-843 (2005)	2005-01-05	2015-03-01	2016-05-19		NC_005295	CR767821	refseq
Ehrlichia ruminantium Welgevonden(CIRAD)	erw	983	1,512,977	1	CIRAD, France	J Bacteriol. 2006 Apr;188(7):2533-42.	2005-02-04	2015-03-01	2016-05-19		NC_006832	CR925678	refseq
Ehrlichia sp. HF	ehh	855	1,148,904	1		Unpublished	2014-04-17	2015-03-01	2016-05-19		NZ_CP007474	CP007474	gbk
Neorickettsia helminthoeca Oregon	nhm	783	884,232	1		Unpublished	2014-04-17	2015-02-07	2016-05-19		NZ_CP007481	CP007481	gbk
Neorickettsia risticii Illinois	nri	874	879,977	1	Ohio State Univ	Nucleic Acids Res. 37 (18), 6076-6091 (2009)	2009-07-23	2015-02-07	2016-05-19		NC_013009	CP001431	refseq
Neorickettsia sennetsu Miyayama	nse	860	859,006	1	TIGR	PLoS Genet. 2006 Feb;2(2):e21. Epub 2006 Feb 17.	2006-02-21	2015-02-07	2016-05-19		NC_007798	CP000237	refseq
Wolbachia	gm04705	1,266	1,268,461	1		BMC Genomics 15, 928 (2014)	2014-10-15	2015-03-04	2016-05-19			LK055284	gbk
Wolbachia endosymbiont TRS	wbm	949	1,080,084	1	New England Biolabs, Inc.	PLoS Biol. 3(4), e121 (2005)	2005-02-04	2015-02-07	2016-05-19		NC_006833	AE017321	refseq
Wolbachia endosymbiont of Cimex lectularius wCle	gm04706	992	1,250,060	1		Proc. Natl. Acad. Sci. U.S.A. 111 (28), 10257-10262 (2014)	2014-06-10	2015-02-07	2016-05-19		NZ_AP013028	AP013028	refseq
Wolbachia endosymbiont wPip_Mol of Culex molestus wPip_Mol	gm03205	1,146	1,340,443	1		PLoS Pathog. 9 (10), E1003647 (2013)	2013-09-24	2015-02-07	2016-05-19		NZ_HG428761	HG428761	gbk
Wolbachia endosymbiont wPip	wpi	1,439	1,482,455	1	Welcome Trust Sanger Institute	Mol. Biol. Evol. 25 (9), 1877-1887 (2008)	2008-06-13	2015-03-04	2016-05-19		NC_010981	AM999887	refseq
Wolbachia endosymbiont wMel	wol	1,302	1,267,782	1	TIGR	PLoS Biol. 2004 Mar;2(3):E69. Epub 2004 Mar 16.	2004-02-11	2015-02-07	2016-05-19		NC_002978	AE017196	refseq
Wolbachia endosymbiont of Drosophila simulans wHa	wen	1,052	1,295,804	1	Uppsala University	PLoS Genet. 9 (4), E1003381 (2013)	2013-04-22	2015-02-07	2016-05-19		NC_021089	CP003884	refseq
Wolbachia endosymbiont of Drosophila simulans wNo	wed	1,069	1,301,823	1	Uppsala University	PLoS Genet. 9 (4), E1003381 (2013)	2013-04-22	2015-02-07	2016-05-19		NC_021084	CP003883	refseq
Wolbachia endosymbiont of Onchocerca ochengi wOo	woo	649	957,990	1	University of Liverpool	Unpublished	2012-07-30	2015-03-01	2016-05-19		NC_018267	HE660029	refseq
Wolbachia endosymbiont of Onchocerca volvulus Cameroon	gm03569	646	960,618	1		Unpublished	2014-01-24	2015-03-01	2016-05-19		NZ_HG810405	HG810405	refseq
Wolbachia sp. wRi	wri	1,416	1,445,873	1	Dept. of Molecular Evolution, Evolutionary	Proc. Natl. Acad. Sci. U.S.A. 106 (14), 5725-5730 (2009)	2009-03-24	2015-02-07	2016-05-19		NC_012416	CP001391	refseq
Midichloria mitochondrii IricVA	mmn	1,653	1,183,732	1	University of Milan, Italy	Mol. Biol. Evol. (2011) In press	2011-06-27	2015-02-07	2016-05-19		NC_015722	CP002130	refseq
endosymbiont of Acanthamoeba sp. UWC8	eaa	1,459	1,615,277	1		Genome Announc 2 (4), e00791-14 (2014)	2014-07-17	2015-02-07	2016-05-19		NZ_CP004403	CP004403	gbk
Orientia tsutsugamushi Boryong	ots	2,528	2,127,051	1	Seoul National University College of Medicine	Proc. Natl. Acad. Sci. U.S.A. 104 (19), 7981-7986 (2007)	2007-05-08	2015-02-07	2016-05-19		NC_009488	AM494475	refseq
Orientia tsutsugamushi Ikeda	ott	2,404	2,008,987	1	Kitasato Univ.	DNA Res. 15 (4), 185-199 (2008)	2008-05-29	2015-02-07	2016-05-19		NC_010793	AP008981	refseq
Rickettsia bellii OSU 85-389	rbo	1,646	1,528,980	1	University of Iowa	Unpublished	2007-10-02	2015-02-07	2016-05-19		NC_009883	CP000849	refseq
Rickettsia bellii RML369-C	rbe	1,593	1,522,076	1	CNRS	PLoS Genet. 2006 May;2(5):e76. Epub 2006 May 12.	2006-04-05	2015-02-07	2016-05-19		NC_007940	CP000087	refseq
Rickettsia canadensis CA410	rcc	874	1,150,228	1	Los Alamos National Laboratory	Submitted (27-FEB-2012) National Center for Biotechnology	2012-02-17	2015-02-07	2016-05-19		NC_016929	CP003304	refseq
Rickettsia canadensis McKiel	rcm	1,157	1,159,772	1	University of Iowa	Unpublished	2007-10-01	2015-02-07	2016-05-19		NC_009879	CP000409	refseq
Rickettsia amblyommii GAT-30V	ram	1,215	1,480,884	4	Los Alamos National Laboratory	Submitted (26-MAR-2012) National Center for Biotechnology	2012-03-01	2015-02-07	2016-05-19		NC_017028,NC_017020,NC_017029,NC_017021	CP003334,CP003335,CP003336,CP003337	refseq
